Date,Open,High,Low,Close,Adj.close,Volume
05 Aug 2020,41.56,43.52,41.47,42.19,42.19,491268
04 Aug 2020,40.78,42.08,40.14,41.7,41.7,451575
03 Aug 2020,40.39,41.24,39.58,41.01,41.01,338326
31 Jul 2020,40.34,40.55,39.66,40.27,40.27,318788
30 Jul 2020,41.32,41.39,38.72,39.92,39.92,487325
29 Jul 2020,41.13,41.57,40.93,41.27,41.27,295855
28 Jul 2020,41.65,41.93,40.85,41.04,41.04,276804
27 Jul 2020,41.26,41.82,40.48,41.6,41.6,377714
24 Jul 2020,41.06,41.67,40.66,41.29,41.29,353159
23 Jul 2020,41.95,42.36,40.83,41.07,41.07,389412
22 Jul 2020,41.54,42.03,41.14,41.9,41.9,333647
21 Jul 2020,40.65,42.4,40.64,41.96,41.96,389117
20 Jul 2020,40.64,40.91,39.83,40.81,40.81,60179
17 Jul 2020,40.72,40.9,40.02,40.59,40.59,88220
16 Jul 2020,40.97,41.18,40.52,40.75,40.75,200101
15 Jul 2020,40.55,41.26,40.08,41.2,41.2,352542
14 Jul 2020,39.6,40.57,39.07,40.29,40.29,426971
13 Jul 2020,40.35,40.72,39.47,40.1,40.1,370715
10 Jul 2020,39.58,40.77,38.54,40.55,40.55,393149
09 Jul 2020,40.87,40.99,39.27,39.62,39.62,367386
08 Jul 2020,40.48,41.08,40.3,40.9,40.9,286740
07 Jul 2020,40.68,40.95,39.9,40.62,40.62,256596
06 Jul 2020,40.38,41.08,39.84,40.63,40.63,373236
02 Jul 2020,39.78,40.74,39.46,40.65,40.65,347096
01 Jul 2020,39.84,40.58,39.05,39.82,39.82,407170
30 Jun 2020,39.64,40.08,38.85,39.27,39.27,370059
29 Jun 2020,37.96,39.89,37.5,39.7,39.7,343913
26 Jun 2020,39.09,39.35,37.79,38.49,38.49,356712
25 Jun 2020,38.05,39.23,37.08,38.72,38.72,451640
24 Jun 2020,39.99,40.54,37.31,38.01,38.01,499490
23 Jun 2020,40.68,41.63,39.76,40.37,40.37,368730
22 Jun 2020,39.18,40.7,39.12,40.46,40.46,315264
19 Jun 2020,38.85,40.49,38.4,39.75,39.75,64113
18 Jun 2020,37.74,38.97,37.11,38.84,38.84,113384
17 Jun 2020,37.93,38.75,37.21,37.96,37.96,239516
16 Jun 2020,37.05,39.06,36.38,38.38,38.38,366323
15 Jun 2020,36.03,37.26,34.36,37.12,37.12,387546
12 Jun 2020,36.26,36.99,34.48,36.26,36.26,406508
11 Jun 2020,39.09,39.09,35.41,36.34,36.34,513912
10 Jun 2020,38.5,39.91,37.73,39.6,39.6,385868
09 Jun 2020,38.22,39.1,37.07,38.94,38.94,396033
08 Jun 2020,39.41,40.44,37.96,38.19,38.19,416639
05 Jun 2020,37.33,39.68,37.05,39.55,39.55,396856
04 Jun 2020,36.76,37.62,36.38,37.41,37.41,307612
03 Jun 2020,36.86,38.18,35.88,37.29,37.29,494253
02 Jun 2020,35.56,37.06,35.28,36.81,36.81,343483
01 Jun 2020,35.21,35.9,34.27,35.44,35.44,385710
29 May 2020,33.68,35.77,32.36,35.49,35.49,443647
28 May 2020,32.1,34.21,31.14,33.71,33.71,440168
27 May 2020,34.14,34.32,31.75,32.81,32.81,415246
26 May 2020,33.3,34.81,32.48,34.35,34.35,466737
22 May 2020,33.95,34,30.72,33.25,33.25,429036
21 May 2020,33.53,34.66,33.26,33.92,33.92,372814
20 May 2020,31.89,33.78,31.56,33.49,33.49,406431
19 May 2020,32.83,33.44,31.34,32.5,32.5,430823
18 May 2020,29.53,33.32,29.53,31.82,31.82,89376
15 May 2020,27.64,29.92,27.24,29.43,29.43,108016
14 May 2020,25.56,27.96,25.18,27.56,27.56,160507
13 May 2020,25.3,26.45,24.79,25.29,25.29,150864
12 May 2020,24.49,26.23,24.22,25.78,25.78,212335
11 May 2020,24.49,25.58,23.67,24.14,24.14,179591
08 May 2020,23.35,24.99,23.26,24.74,24.74,205181
07 May 2020,24.09,26.74,22.94,23.55,23.55,310261
06 May 2020,25.52,26.08,22.58,23.99,23.99,381165
05 May 2020,21.24,25.49,21.13,24.56,24.56,387240
04 May 2020,19.11,21.42,18.05,20.39,20.39,311488
01 May 2020,19.04,20.48,18.07,19.78,19.78,403201
30 Apr 2020,15.64,19.44,15.45,18.84,18.84,545344
29 Apr 2020,13.35,16.78,12.67,15.06,15.06,554134
28 Apr 2020,12.96,13.69,10.07,12.34,12.34,897087
27 Apr 2020,16.84,16.98,11.88,12.78,12.78,623201
24 Apr 2020,16.78,17.97,15.64,16.94,16.94,600220
23 Apr 2020,14.2,18.26,13.35,16.5,16.5,833584
22 Apr 2020,13.12,16.18,10.26,13.78,13.78,1235218
21 Apr 2020,-14,13.86,-16.74,10.01,10.01,2288230
20 Apr 2020,17.73,17.85,-40.32,-37.63,-37.63,247947
17 Apr 2020,20,20.22,17.31,18.27,18.27,240628
16 Apr 2020,20.15,20.53,19.42,19.87,19.87,350942
15 Apr 2020,20.72,20.89,19.2,19.87,19.87,544797
14 Apr 2020,22.36,23.08,19.95,20.11,20.11,785478
13 Apr 2020,24.6,24.74,22.03,22.41,22.41,775120
09 Apr 2020,26.28,28.36,22.57,22.76,22.76,1122149
08 Apr 2020,24.3,26.45,23.74,25.09,25.09,823554
07 Apr 2020,26.34,27.24,23.54,23.63,23.63,797707
06 Apr 2020,26.09,28.24,25.28,26.08,26.08,752710
03 Apr 2020,24.81,29.13,23.52,28.34,28.34,1007577
02 Apr 2020,21.22,27.39,20.76,25.32,25.32,1095972
01 Apr 2020,20.1,21.55,19.9,20.31,20.31,703286
31 Mar 2020,20.23,21.89,20.01,20.48,20.48,660082
30 Mar 2020,20.93,20.93,19.27,20.09,20.09,758711
27 Mar 2020,23.29,23.44,20.88,21.51,21.51,603124
26 Mar 2020,24.25,24.65,22.38,22.6,22.6,633877
25 Mar 2020,24.37,25.24,22.91,24.49,24.49,618725
24 Mar 2020,23.87,25.16,23.09,24.01,24.01,659697
23 Mar 2020,22.52,24.07,20.8,23.36,23.36,852951
20 Mar 2020,24.73,27.89,19.46,22.43,22.43,1133808
19 Mar 2020,22.3,27.71,21.36,25.22,25.22,136722
18 Mar 2020,26.94,27.22,20.06,20.37,20.37,309481
17 Mar 2020,28.69,30.3,26.63,26.95,26.95,545820
16 Mar 2020,33.75,33.75,28.1,28.7,28.7,698829
13 Mar 2020,30.77,33.87,30.33,31.73,31.73,743129
12 Mar 2020,33.07,33.63,30.02,31.5,31.5,1025036
11 Mar 2020,34.62,36.35,32.56,32.98,32.98,874646
10 Mar 2020,30.37,35.02,30.2,34.36,34.36,1064632
09 Mar 2020,32.87,34.88,27.34,31.13,31.13,1774383
06 Mar 2020,46.09,46.38,41.05,41.28,41.28,1276180
05 Mar 2020,47.13,47.57,45.65,45.9,45.9,704591
04 Mar 2020,46.94,48.41,46.65,46.78,46.78,745856
03 Mar 2020,47.72,48.66,46.47,47.18,47.18,1011933
02 Mar 2020,43.7,47.56,43.32,46.75,46.75,949471
28 Feb 2020,46.49,47.03,43.85,44.76,44.76,1101659
27 Feb 2020,48.63,48.78,45.88,47.09,47.09,1011915
26 Feb 2020,50.08,50.44,48.3,48.73,48.73,884482
25 Feb 2020,51.37,52.02,49.69,49.9,49.9,764989
24 Feb 2020,52.6,52.64,50.45,51.43,51.43,765515
21 Feb 2020,53.74,53.86,52.55,53.38,53.38,707555
20 Feb 2020,53.5,54.5,53.22,53.78,53.78,676179
19 Feb 2020,52.12,53.66,51.93,53.29,53.29,113683
18 Feb 2020,52.23,52.41,50.88,52.05,52.05,221774
14 Feb 2020,51.51,52.34,51.32,52.05,52.05,607343
13 Feb 2020,51.72,51.96,50.6,51.42,51.42,745400
12 Feb 2020,49.96,51.73,49.95,51.17,51.17,795256
11 Feb 2020,49.61,50.69,49.58,49.94,49.94,725733
10 Feb 2020,50.12,50.49,49.42,49.57,49.57,715894
07 Feb 2020,51.11,51.48,50.09,50.32,50.32,768345
06 Feb 2020,51.17,52.2,50.24,50.95,50.95,750659
05 Feb 2020,49.51,51.88,49.47,50.75,50.75,887946
04 Feb 2020,49.94,51.55,49.31,49.61,49.61,859357
03 Feb 2020,51.01,51.97,49.8,50.11,50.11,876044
31 Jan 2020,52.92,53.36,50.97,51.56,51.56,827907
30 Jan 2020,53.09,53.2,51.66,52.14,52.14,720123
29 Jan 2020,53.97,54.37,52.81,53.33,53.33,624979
28 Jan 2020,52.77,54.06,52.68,53.48,53.48,633963
27 Jan 2020,53.7,53.71,52.13,53.14,53.14,712880
24 Jan 2020,55.69,55.95,53.85,54.19,54.19,586195
23 Jan 2020,56.11,56.27,54.77,55.59,55.59,703995
22 Jan 2020,58.26,58.38,56.03,56.74,56.74,620119
21 Jan 2020,59.17,59.73,57.68,58.34,58.34,648335
17 Jan 2020,58.59,58.98,58.27,58.54,58.54,122561
16 Jan 2020,58.1,58.87,57.56,58.52,58.52,182871
15 Jan 2020,58.2,58.36,57.36,57.81,57.81,433169
14 Jan 2020,58.03,58.72,57.72,58.23,58.23,507714
13 Jan 2020,59.04,59.27,57.91,58.08,58.08,584002
10 Jan 2020,59.61,59.78,58.85,59.04,59.04,596186
09 Jan 2020,59.99,60.31,58.66,59.56,59.56,750933
08 Jan 2020,62.84,65.65,59.15,59.61,59.61,1205710
07 Jan 2020,62.91,63.15,62.11,62.7,62.7,582649
06 Jan 2020,63.71,64.72,62.64,63.27,63.27,724236
03 Jan 2020,61.18,64.09,61.13,63.05,63.05,885861
02 Jan 2020,61.6,61.6,60.64,61.18,61.18,486873
31 Dec 2019,61.68,61.88,60.63,61.06,61.06,494535
30 Dec 2019,61.71,62.34,61.09,61.68,61.68,427149
27 Dec 2019,61.73,61.97,61.24,61.72,61.72,351899
26 Dec 2019,61.2,61.83,61.06,61.68,61.68,265091
24 Dec 2019,60.63,61.16,60.47,61.11,61.11,204535
23 Dec 2019,60.41,60.77,60.1,60.52,60.52,314711
20 Dec 2019,61.11,61.2,60.02,60.44,60.44,552517
19 Dec 2019,60.86,61.47,60.79,61.22,61.22,426341
18 Dec 2019,60.55,61.18,60.32,60.93,60.93,131071
17 Dec 2019,60.23,61.06,60.03,60.94,60.94,163744
16 Dec 2019,59.87,60.34,59.71,60.21,60.21,347395
13 Dec 2019,59.36,60.48,59.27,60.07,60.07,512288
12 Dec 2019,58.88,59.72,58.75,59.18,59.18,530851
11 Dec 2019,59.06,59.22,58.11,58.76,58.76,589650
10 Dec 2019,58.92,59.52,58.52,59.24,59.24,566822
09 Dec 2019,59.11,59.25,58.23,59.02,59.02,511561
06 Dec 2019,58.32,59.85,57.7,59.2,59.2,679609
05 Dec 2019,58.36,59.12,58.1,58.43,58.43,649461
04 Dec 2019,56.43,58.66,56.28,58.43,58.43,760541
03 Dec 2019,55.96,56.8,55.35,56.1,56.1,560554
02 Dec 2019,55.47,56.67,55.42,55.96,55.96,616423
29 Nov 2019,58.13,58.3,55.02,55.17,55.17,718724
27 Nov 2019,58.27,58.68,57.51,58.11,58.11,454256
26 Nov 2019,57.92,58.56,57.76,58.41,58.41,443816
25 Nov 2019,57.92,58.15,57.21,58.01,58.01,420642
22 Nov 2019,58.31,58.74,57.5,57.77,57.77,508244
21 Nov 2019,57,58.67,56.6,58.58,58.58,593533
20 Nov 2019,55.16,57.25,54.76,57.11,57.11,674891
19 Nov 2019,56.9,57.11,55.04,55.21,55.21,121214
18 Nov 2019,57.88,58.09,56.55,57.05,57.05,159328
15 Nov 2019,56.91,57.97,56.43,57.72,57.72,375993
14 Nov 2019,57.39,57.79,56.63,56.77,56.77,516832
13 Nov 2019,56.79,57.53,56.2,57.12,57.12,547635
12 Nov 2019,56.89,57.55,56.54,56.8,56.8,586568
11 Nov 2019,57.4,57.4,56.25,56.86,56.86,498981
08 Nov 2019,57.08,57.48,55.76,57.24,57.24,636941
07 Nov 2019,56.35,57.88,56.27,57.15,57.15,678165
06 Nov 2019,57.26,57.85,56.11,56.35,56.35,623258
05 Nov 2019,56.56,57.5,56.3,57.23,57.23,435319
04 Nov 2019,56.41,57.43,55.83,56.54,56.54,580350
01 Nov 2019,54.15,56.33,54.07,56.2,56.2,538117
31 Oct 2019,54.9,55.59,53.71,54.18,54.18,677419
30 Oct 2019,55.53,55.73,54.42,55.06,55.06,659328
29 Oct 2019,55.8,55.91,54.61,55.54,55.54,521457
28 Oct 2019,56.65,56.92,55.58,55.81,55.81,437020
25 Oct 2019,56.07,56.74,55.6,56.66,56.66,445020
24 Oct 2019,55.9,56.51,55.41,56.23,56.23,480764
23 Oct 2019,54.3,56.07,53.62,55.97,55.97,620202
22 Oct 2019,53.39,54.62,53.1,54.16,54.16,506573
21 Oct 2019,53.71,54.03,52.71,53.31,53.31,95979
18 Oct 2019,54.09,54.62,53.35,53.78,53.78,174477
17 Oct 2019,52.99,54.16,52.62,53.93,53.93,418422
16 Oct 2019,52.92,53.74,52.52,53.36,53.36,451643
15 Oct 2019,53.51,53.79,52.39,52.81,52.81,511249
14 Oct 2019,54.9,54.9,52.77,53.59,53.59,467643
11 Oct 2019,53.88,54.93,53.64,54.7,54.7,467643
10 Oct 2019,52.69,53.97,51.38,53.55,53.55,613944
09 Oct 2019,52.57,53.74,52.31,52.59,52.59,632666
08 Oct 2019,52.81,53.27,51.81,52.63,52.63,658324
07 Oct 2019,52.69,54.06,52.59,52.75,52.75,549019
04 Oct 2019,52.29,53.35,52.04,52.81,52.81,541104
03 Oct 2019,52.47,52.91,50.99,52.45,52.45,642466
02 Oct 2019,54,54.42,52.17,52.64,52.64,590306
01 Oct 2019,54.28,54.84,53.05,53.62,53.62,589176
30 Sept 2019,56.54,56.57,53.98,54.07,54.07,532522
27 Sept 2019,56.51,56.76,54.75,55.91,55.91,712966
26 Sept 2019,56.69,56.84,55.41,56.41,56.41,599653
25 Sept 2019,56.7,57.02,55.55,56.49,56.49,563550
24 Sept 2019,58.44,58.49,56.69,57.29,57.29,591529
23 Sept 2019,59.25,59.39,57.37,58.64,58.64,526785
20 Sept 2019,58.65,59.1,57.79,58.09,58.09,576019
19 Sept 2019,58.2,59.54,58.01,58.13,58.13,112327
18 Sept 2019,58.81,59.43,57.67,58.11,58.11,216961
17 Sept 2019,61.96,62.59,58.46,59.34,59.34,993237
16 Sept 2019,61.48,63.38,58.77,62.9,62.9,1404916
13 Sept 2019,55.15,55.68,54.44,54.85,54.85,599470
12 Sept 2019,55.93,56.34,54,55.09,55.09,845977
11 Sept 2019,57.89,58.3,55.61,55.75,55.75,858772
10 Sept 2019,58.03,58.76,57.2,57.4,57.4,755472
09 Sept 2019,56.8,58.16,56.58,57.85,57.85,646993
06 Sept 2019,56.19,56.95,54.83,56.52,56.52,714294
05 Sept 2019,55.95,57.76,55.75,56.3,56.3,712466
04 Sept 2019,53.92,56.58,53.84,56.26,56.26,682298
03 Sept 2019,55,55.24,52.84,53.94,53.94,970804
30 Aug 2019,56.63,56.72,54.55,55.1,55.1,708268
29 Aug 2019,55.88,56.89,55.43,56.71,56.71,630760
28 Aug 2019,55.71,56.75,55.34,55.78,55.78,674048
27 Aug 2019,53.76,55.72,53.69,54.93,54.93,596624
26 Aug 2019,53.25,55.26,52.96,53.64,53.64,679022
23 Aug 2019,55.35,55.6,53.24,54.17,54.17,807151
22 Aug 2019,55.94,56.46,54.85,55.35,55.35,621573
21 Aug 2019,56.05,57.13,55.55,55.68,55.68,704035
20 Aug 2019,56.1,56.6,55.28,56.34,56.34,659258
19 Aug 2019,54.96,56.41,54.84,56.21,56.21,113571
16 Aug 2019,54.74,55.67,54.26,54.87,54.87,168345
15 Aug 2019,54.9,55.33,53.77,54.47,54.47,527866
14 Aug 2019,56.74,56.85,53.97,55.23,55.23,718293
13 Aug 2019,54.73,57.47,54.21,57.1,57.1,783486
12 Aug 2019,54.32,55.18,53.54,54.93,54.93,611027
09 Aug 2019,52.88,54.92,52.37,54.5,54.5,726386
08 Aug 2019,52.33,53.06,51.94,52.54,52.54,724762
07 Aug 2019,53.42,53.77,50.52,51.09,51.09,1063214
06 Aug 2019,54.95,55.42,53.29,53.63,53.63,682794
05 Aug 2019,55.38,55.61,54.22,54.69,54.69,823844
02 Aug 2019,54.54,56.05,54.15,55.66,55.66,739810
01 Aug 2019,57.85,57.99,53.59,53.95,53.95,886748
31 Jul 2019,58.34,58.82,57.81,58.58,58.58,614001
30 Jul 2019,57.07,58.47,56.96,58.05,58.05,547401
29 Jul 2019,56.2,57.1,55.81,56.87,56.87,529742
26 Jul 2019,55.93,56.57,55.68,56.2,56.2,476785
25 Jul 2019,55.9,56.99,55.81,56.02,56.02,559282
24 Jul 2019,57.23,57.64,55.33,55.88,55.88,745248
23 Jul 2019,56.17,57.47,55.74,56.77,56.77,521876
22 Jul 2019,56.22,56.84,55.72,56.22,56.22,619483
19 Jul 2019,55.72,56.36,54.99,55.63,55.63,105217
18 Jul 2019,56.6,57.32,54.72,55.3,55.3,215361
17 Jul 2019,57.52,58.36,56.21,56.78,56.78,504432
16 Jul 2019,59.26,60.06,57.07,57.62,57.62,712540
15 Jul 2019,60.25,60.92,59.2,59.58,59.58,566818
12 Jul 2019,60.46,60.74,59.93,60.21,60.21,469029
11 Jul 2019,60.44,60.94,60.14,60.2,60.2,573019
10 Jul 2019,58.4,60.53,58.35,60.43,60.43,690656
09 Jul 2019,57.56,59.1,57.29,57.83,57.83,551872
08 Jul 2019,57.77,58.46,57.3,57.66,57.66,540861
05 Jul 2019,57.38,57.82,56.29,57.51,57.51,698015
03 Jul 2019,56.49,57.48,56.04,57.34,57.34,600131
02 Jul 2019,59.14,59.43,56.09,56.25,56.25,878938
01 Jul 2019,59.27,60.28,58.34,59.09,59.09,674887
28 Jun 2019,59.22,59.8,57.75,58.47,58.47,556101
27 Jun 2019,59.27,59.73,58.61,59.43,59.43,531405
26 Jun 2019,58.84,59.93,58.65,59.38,59.38,686817
25 Jun 2019,57.74,58.84,57.2,57.83,57.83,673140
24 Jun 2019,57.72,58.22,56.75,57.9,57.9,597164
21 Jun 2019,57.26,57.98,56.66,57.43,57.43,676047
20 Jun 2019,54.12,57.02,54.11,56.65,56.65,854514
19 Jun 2019,54.09,54.42,53.28,53.76,53.76,122838
18 Jun 2019,51.95,54.31,51.5,53.9,53.9,181640
17 Jun 2019,52.5,52.74,51.58,51.93,51.93,397868
14 Jun 2019,52.18,52.98,51.7,52.51,52.51,574229
13 Jun 2019,51.07,53.45,50.92,52.28,52.28,945024
12 Jun 2019,53.04,53.05,50.72,51.14,51.14,786105
11 Jun 2019,53.43,54.04,52.91,53.27,53.27,642940
10 Jun 2019,54.24,54.84,53.05,53.26,53.26,687146
07 Jun 2019,53.1,54.32,52.62,53.99,53.99,828133
06 Jun 2019,51.66,53.3,51.17,52.59,52.59,790067
05 Jun 2019,52.86,53.41,50.6,51.68,51.68,943186
04 Jun 2019,52.89,53.78,52.43,53.48,53.48,831625
03 Jun 2019,53.42,54.63,52.11,53.25,53.25,984308
31 May 2019,56.46,56.61,53.05,53.5,53.5,1031488
30 May 2019,59.12,59.7,56.33,56.59,56.59,842281
29 May 2019,59.07,59.14,56.88,58.81,58.81,1124959
28 May 2019,58.94,59.57,58.13,59.14,59.14,1020323
24 May 2019,58.21,59.1,57.5,58.63,58.63,758099
23 May 2019,61.27,61.29,57.33,57.91,57.91,1108052
22 May 2019,62.64,62.78,61.03,61.42,61.42,766728
21 May 2019,63.28,63.6,62.75,62.99,62.99,641680
20 May 2019,63.53,63.81,62.45,63.1,63.1,131888
17 May 2019,63.12,63.64,62.52,62.76,62.76,215802
16 May 2019,62.12,63.48,62.08,62.87,62.87,545679
15 May 2019,61.37,62.34,60.85,62.02,62.02,723001
14 May 2019,60.86,62.11,60.69,61.78,61.78,751668
13 May 2019,61.65,63.33,60.64,61.04,61.04,1003106
10 May 2019,61.64,62.49,61.42,61.66,61.66,786494
09 May 2019,62.02,62.21,60.92,61.7,61.7,769583
08 May 2019,61.44,62.37,61.07,62.12,62.12,791769
07 May 2019,62.17,62.49,60.66,61.4,61.4,842810
06 May 2019,61.43,62.95,60.04,62.25,62.25,768810
03 May 2019,61.55,62.52,61.3,61.94,61.94,646866
02 May 2019,63.61,63.68,60.95,61.81,61.81,914661
01 May 2019,63.4,63.93,62.77,63.6,63.6,676872
30 Apr 2019,63.58,64.75,63.3,63.91,63.91,750494
29 Apr 2019,62.95,63.69,62.46,63.5,63.5,654076
26 Apr 2019,65.13,65.18,62.28,63.3,63.3,1000836
25 Apr 2019,65.81,66.28,64.9,65.21,65.21,603001
24 Apr 2019,66.17,66.43,65.66,65.89,65.89,678386
23 Apr 2019,65.75,66.6,65.58,66.3,66.3,700598
22 Apr 2019,64,65.92,64,65.7,65.7,763527
18 Apr 2019,63.75,64.16,63.46,64,64,148238
17 Apr 2019,64.32,64.61,63.66,63.76,63.76,235376
16 Apr 2019,63.57,64.37,62.99,64.05,64.05,547469
15 Apr 2019,63.76,63.84,63.03,63.4,63.4,555858
12 Apr 2019,63.71,64.65,63.66,63.89,63.89,625588
11 Apr 2019,64.48,64.49,63.31,63.58,63.58,760504
10 Apr 2019,64.22,64.7,64.05,64.61,64.61,722216
09 Apr 2019,64.4,64.79,63.68,63.98,63.98,790677
08 Apr 2019,63.33,64.48,63.13,64.4,64.4,895767
05 Apr 2019,62.18,63.34,61.82,63.08,63.08,686862
04 Apr 2019,62.5,62.77,61.89,62.1,62.1,684973
03 Apr 2019,62.64,62.99,62.05,62.46,62.46,799672
02 Apr 2019,61.81,62.75,61.6,62.58,62.58,793227
01 Apr 2019,60.24,61.8,60.13,61.59,61.59,670808
29 Mar 2019,59.53,60.73,59.41,60.14,60.14,705559
28 Mar 2019,59.4,59.56,58.2,59.3,59.3,712209
27 Mar 2019,60.03,60.22,58.81,59.41,59.41,732150
26 Mar 2019,59.12,60.38,59.04,59.94,59.94,685988
25 Mar 2019,58.98,59.35,58.17,58.82,58.82,705399
22 Mar 2019,59.87,60.07,58.28,59.04,59.04,738840
21 Mar 2019,59.99,60.39,59.66,59.98,59.98,655380
20 Mar 2019,59.02,60.12,58.39,59.83,59.83,786342
19 Mar 2019,59.01,59.57,58.62,59.03,59.03,114822
18 Mar 2019,58.45,59.23,58.05,59.09,59.09,157241
15 Mar 2019,58.51,58.95,57.74,58.52,58.52,507393
14 Mar 2019,58.35,58.74,58,58.61,58.61,567604
13 Mar 2019,57.09,58.48,57.01,58.26,58.26,610616
12 Mar 2019,56.76,57.55,56.74,56.87,56.87,652798
11 Mar 2019,56.07,57.01,55.96,56.79,56.79,597156
08 Mar 2019,56.43,56.51,54.52,56.07,56.07,747358
07 Mar 2019,56.2,56.99,56.08,56.66,56.66,628824
06 Mar 2019,56.28,56.4,55.42,56.22,56.22,637677
05 Mar 2019,56.45,57.19,56.09,56.56,56.56,538399
04 Mar 2019,55.83,57,55.81,56.59,56.59,549396
01 Mar 2019,57.22,57.88,55.57,55.8,55.8,684186
28 Feb 2019,57,57.43,56.43,57.22,57.22,496678
27 Feb 2019,55.95,57.39,55.72,56.94,56.94,577227
26 Feb 2019,55.46,56.08,55.02,55.5,55.5,538919
25 Feb 2019,57.17,57.53,55.08,55.48,55.48,723012
22 Feb 2019,56.84,57.81,56.71,57.26,57.26,513439
21 Feb 2019,57.24,57.61,56.64,56.96,56.96,546202
20 Feb 2019,55.94,57.55,55.48,56.92,56.92,685111
19 Feb 2019,55.78,56.33,55.29,56.09,56.09,153728
15 Feb 2019,54.48,55.87,54.24,55.59,55.59,276907
14 Feb 2019,53.96,54.68,53.08,54.41,54.41,623546
13 Feb 2019,53.35,54.6,53.27,53.9,53.9,706552
12 Feb 2019,52.47,54.05,52.29,53.1,53.1,708312
11 Feb 2019,52.66,52.78,51.23,52.41,52.41,750242
08 Feb 2019,52.59,52.99,52.08,52.72,52.72,621003
07 Feb 2019,53.94,54.21,51.8,52.64,52.64,749010
06 Feb 2019,53.73,54.3,52.86,54.01,54.01,606720
05 Feb 2019,54.86,55.21,53.47,53.66,53.66,609756
04 Feb 2019,55.32,55.75,53.29,54.56,54.56,622472
01 Feb 2019,54.01,55.66,53.37,55.26,55.26,689566
31 Jan 2019,54.28,55.37,53.62,53.79,53.79,718650
30 Jan 2019,53.24,54.93,53.09,54.23,54.23,731312
29 Jan 2019,52.12,53.93,51.84,53.31,53.31,660527
28 Jan 2019,53.56,53.64,51.33,51.99,51.99,650667
25 Jan 2019,53.17,53.94,52.91,53.69,53.69,593385
24 Jan 2019,52.45,53.47,52.07,53.13,53.13,714415
23 Jan 2019,52.95,53.64,51.86,52.62,52.62,702866
22 Jan 2019,53.73,54.24,51.8,52.57,52.57,951158
18 Jan 2019,52.23,53.92,52.09,53.8,53.8,193099
17 Jan 2019,52.3,52.58,50.98,52.07,52.07,288560
16 Jan 2019,52,52.52,51.26,52.31,52.31,694182
15 Jan 2019,50.78,52.3,50.64,52.11,52.11,664183
14 Jan 2019,51.73,52.11,50.38,50.51,50.51,791527
11 Jan 2019,52.28,53.31,51.18,51.59,51.59,812339
10 Jan 2019,52.18,52.78,51.37,52.59,52.59,821782
09 Jan 2019,49.8,52.58,49.71,52.36,52.36,891922
08 Jan 2019,48.73,49.95,48.31,49.78,49.78,765981
07 Jan 2019,48.3,49.79,48.11,48.52,48.52,819939
04 Jan 2019,46.9,49.22,46.65,47.96,47.96,817277
03 Jan 2019,46.26,47.49,45.35,47.09,47.09,788718
02 Jan 2019,45.8,47.78,44.35,46.54,46.54,850480
31 Dec 2018,45.22,46.53,44.73,45.41,45.41,476970
28 Dec 2018,45.44,46.22,44.42,45.33,45.33,564385
27 Dec 2018,46.58,46.7,44.37,44.61,44.61,665590
26 Dec 2018,42.85,47,42.52,46.22,46.22,698408
24 Dec 2018,45.45,46.24,42.36,42.53,42.53,415859
21 Dec 2018,46.25,46.77,45.13,45.59,45.59,694003
20 Dec 2018,47.39,47.51,45.67,45.88,45.88,794130
19 Dec 2018,45.93,48,45.93,47.2,47.2,817721
18 Dec 2018,49.16,49.59,45.79,46.24,46.24,120101
17 Dec 2018,51.25,51.87,49.01,49.88,49.88,211257
14 Dec 2018,52.83,52.95,50.84,51.2,51.2,526839
13 Dec 2018,51.2,53.27,50.35,52.58,52.58,733627
12 Dec 2018,51.95,52.88,50.94,51.15,51.15,730810
11 Dec 2018,50.89,52.43,50.7,51.65,51.65,665262
10 Dec 2018,52.03,52.81,50.53,51,51,733225
07 Dec 2018,51.76,54.22,50.6,52.61,52.61,987717
06 Dec 2018,52.93,53.3,50.08,51.49,51.49,987266
04 Dec 2018,53.13,54.55,52.43,53.25,53.25,738130
03 Dec 2018,52.45,53.85,52.03,52.95,52.95,758010
30 Nov 2018,51.27,51.79,49.65,50.93,50.93,796714
29 Nov 2018,50.31,52.2,49.41,51.45,51.45,812721
28 Nov 2018,52.09,52.56,50.06,50.29,50.29,831688
27 Nov 2018,51.54,52.38,50.3,51.56,51.56,764010
26 Nov 2018,50.62,52.25,50.1,51.63,51.63,663108
23 Nov 2018,53.87,54.12,50.15,50.42,50.42,1014667
21 Nov 2018,53.39,55.86,53.39,54.63,54.63,734277
20 Nov 2018,57.39,57.44,52.77,53.43,53.43,983120
19 Nov 2018,56.72,57.33,55.08,56.76,56.76,699684
16 Nov 2018,56.58,57.96,55.89,56.46,56.46,159001
15 Nov 2018,56.02,57.26,55.59,56.46,56.46,256499
14 Nov 2018,55.27,57.37,55.13,56.25,56.25,844696
13 Nov 2018,58.88,59.35,54.75,55.69,55.69,1095643
12 Nov 2018,60.7,61.28,58.68,59.93,59.93,806219
09 Nov 2018,60.75,60.79,59.26,60.19,60.19,821729
08 Nov 2018,61.64,62.42,60.4,60.67,60.67,764546
07 Nov 2018,61.74,63.18,61.2,61.67,61.67,866628
06 Nov 2018,62.7,63.32,61.31,62.21,62.21,761240
